pid;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Mas Vnr Type;Mas Vnr Area;foundation;heating;Central Air;electrical;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Kitchen AbvGr;TotRms AbvGrd;functional;fireplaces;Fireplace Qu;Paved Drive;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;fence;MS SubClass;MS Zoning;Mo Sold;Yr Sold;Exter Cond;Heating QC;Exter Qual;Kitchen Qual;Full Bath;Half Bath;Bedroom AbvGr;Gr Liv Area;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Bsmt Unf SF;Bsmt Cond;Bsmt Half Bath;BsmtFin Type 1;BsmtFin Type 2;Total Bsmt SF;Bsmt Exposure;Bsmt Full Bath;Bsmt Qual;BsmtFin SF 2;BsmtFin SF 1;Garage Cond;Garage Type;Garage Yr Blt;Garage Cars;Garage Qual;Garage Finish;Garage Area;Misc Feature;Misc Val;Pool QC;Pool Area;Neighborhood;Sale Type;saleprice;Sale Condition
909452050;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;242;CBlock;GasA ;Y;SBrkr;1182;800;0;1;6;Typ ;1;TA;Y;400;112;0;0;0;NA   ;80;RL     ;4.0;2009.0;Gd;Gd;TA;TA;2.0;1.0;3.0;1982.0;;13607;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;SLvl  ;6;6;1986;1986;118;TA;0;ALQ;Unf;572;No;1;TA;0;454;TA;BuiltIn;1986;2;TA;Fin;501;Shed;1500;NA;0;Crawfor;WD   ;208000;Normal 
909452102;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1680;0;0;1;7;Typ ;0;NA;Y;152;0;0;0;0;NA   ;20;RL     ;6.0;2007.0;TA;Gd;TA;Gd;2.0;0.0;4.0;1680.0;;17871;Pave;NA  ;IR2                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;5;1995;1996;1680;TA;0;Unf;Unf;1680;No;0;Gd;0;0;TA;Attchd;1996;2;TA;Unf;628;NA;0;NA;0;Crawfor;WD   ;170000;Normal 
909452114;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;44;PConc ;GasA ;Y;SBrkr;896;756;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;80;RL     ;6.0;2010.0;TA;Ex;TA;Gd;2.0;1.0;3.0;1652.0;85;19645;Pave;NA  ;IR1                 ;Lvl;AllPub;FR2    ;Gtl;Norm                          ;Normal;1Fam  ;SLvl  ;7;6;1994;2007;80;TA;0;GLQ;Unf;423;No;1;Gd;0;343;TA;BuiltIn;1994;2;TA;RFn;473;NA;0;NA;0;Crawfor;WD   ;203135;Normal 
909475020;Gable  ;CompShg;Plywood;Plywood;BrkFace;312;CBlock;GasA ;Y;SBrkr;1844;0;0;1;7;Typ ;1;TA;Y;0;73;216;0;0;NA   ;20;RL     ;12.0;2006.0;Gd;Gd;Gd;Gd;2.0;0.0;3.0;1844.0;;16381;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;6;5;1969;1969;734;TA;0;Rec;Unf;1844;Av;1;TA;0;1110;TA;Attchd;1969;2;TA;RFn;540;NA;0;NA;0;Crawfor;WD   ;223000;Normal 
909475040;Hip    ;CompShg;BrkFace;BrkFace;None   ;0;CBlock;GasA ;Y;SBrkr;2365;0;0;1;7;Min1;2;Gd;Y;200;144;0;0;0;GdPrv;20;RL     ;7.0;2009.0;Gd;TA;Gd;Ex;2.0;0.0;3.0;2365.0;;17597;Pave;NA  ;Reg                 ;Bnk;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;7;9;1971;2009;581;TA;0;GLQ;ALQ;1803;No;1;Gd;419;803;TA;Attchd;1971;2;TA;Fin;551;NA;0;NA;0;Crawfor;WD   ;315000;Normal 
909475050;Gable  ;CompShg;Plywood;Plywood;BrkFace;652;CBlock;GasA ;Y;SBrkr;1696;0;0;1;7;Typ ;2;TA;Y;0;146;0;0;0;GdWo ;20;RL     ;2.0;2007.0;TA;Ex;TA;TA;2.0;0.0;3.0;1696.0;;20693;Pave;NA  ;IR1                 ;Bnk;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;7;5;1971;1971;1262;TA;0;Rec;Unf;1696;No;0;Gd;0;434;TA;Attchd;1971;2;TA;Fin;625;NA;0;NA;0;Crawfor;WD   ;198000;Normal 
909475070;Hip    ;CompShg;Wd Sdng;Stone  ;;;PConc ;GasA ;Y;SBrkr;2515;0;0;2;9;Maj1;2;TA;Y;0;0;200;0;0;NA   ;20;RL     ;3.0;2007.0;TA;TA;Gd;TA;3.0;0.0;4.0;2515.0;;32668;Pave;NA  ;IR1                 ;Lvl;AllPub;CulDSac;Gtl;Norm                          ;Normal;1Fam  ;1Story;6;3;1957;1975;816;TA;0;Rec;Unf;2035;No;1;TA;0;1219;TA;Attchd;1975;2;TA;RFn;484;NA;0;NA;0;Crawfor;WD   ;200624;Alloca 
909475140;Gable  ;CompShg;BrkFace;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;1801;0;0;1;6;Typ ;2;TA;Y;0;54;0;0;161;GdWo ;20;RL     ;3.0;2010.0;TA;TA;TA;TA;2.0;0.0;1.0;1801.0;100;15602;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;7;8;1959;1997;254;TA;0;ALQ;Unf;1501;No;1;TA;0;1247;TA;Attchd;1959;2;TA;Fin;484;NA;0;NA;0;Crawfor;WD   ;289000;Normal 
909475230;Gable  ;CompShg;WdShing;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;2726;0;0;1;6;Typ ;1;Gd;Y;216;64;169;0;0;NA   ;20;RL     ;8.0;2007.0;TA;Gd;Gd;Gd;2.0;1.0;2.0;2726.0;70;18044;Pave;NA  ;IR1                 ;HLS;AllPub;CulDSac;Gtl;Norm                          ;Normal;1Fam  ;1Story;8;5;1986;1986;279;TA;0;Unf;Unf;279;No;0;Gd;0;0;Gd;Attchd;1986;2;Gd;Fin;691;NA;0;Ex;228;Crawfor;WD   ;315000;Normal 
909475300;Hip    ;CompShg;Wd Sdng;Plywood;BrkFace;260;CBlock;GasA ;Y;SBrkr;1680;0;0;1;5;Typ ;1;Gd;Y;292;44;0;182;0;NA   ;20;RL     ;12.0;2009.0;Gd;Ex;Gd;Gd;2.0;0.0;3.0;1680.0;;21695;Pave;NA  ;IR1                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;6;9;1988;2007;72;TA;0;GLQ;Unf;880;No;1;Gd;0;808;TA;Attchd;1988;2;TA;Fin;540;NA;0;NA;0;Crawfor;WD   ;222000;Normal 
911370410;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;186;PConc ;GasA ;Y;SBrkr;1652;0;0;1;5;Typ ;1;Gd;Y;162;53;0;153;0;NA   ;120;RM     ;11.0;2008.0;TA;Ex;Ex;Gd;2.0;0.0;2.0;1652.0;64;5587;Pave;NA  ;IR1                 ;HLS;AllPub;Inside ;Mod;Norm                          ;Normal;TwnhsE;1Story;8;5;2008;2008;120;TA;1;GLQ;Unf;1600;Gd;1;Ex;0;1480;TA;Attchd;2008;2;TA;Fin;482;NA;0;NA;0;Crawfor;New  ;392500;Partial
911370430;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;473;PConc ;GasA ;Y;SBrkr;1778;0;0;1;5;Typ ;1;Gd;Y;123;53;0;0;153;NA   ;120;RM     ;2.0;2006.0;TA;Ex;Gd;Ex;2.0;0.0;2.0;1778.0;41;5748;Pave;NA  ;IR1                 ;HLS;AllPub;Inside ;Mod;Norm                          ;Normal;TwnhsE;1Story;8;5;2005;2006;0;TA;0;GLQ;Unf;1573;Gd;2;Ex;0;1573;TA;Attchd;2005;2;TA;Fin;495;NA;0;NA;0;Crawfor;New  ;375000;Partial
911370450;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;473;PConc ;GasA ;Y;SBrkr;1625;0;0;1;5;Typ ;1;Gd;Y;123;0;0;0;153;NA   ;120;RM     ;10.0;2007.0;TA;Gd;Gd;Gd;2.0;0.0;2.0;1625.0;59;5568;Pave;NA  ;IR1                 ;HLS;AllPub;Inside ;Mod;Norm                          ;Normal;TwnhsE;1Story;8;5;2006;2007;0;TA;1;GLQ;Unf;1573;Gd;1;Gd;0;1573;TA;Attchd;2006;2;TA;Fin;495;NA;0;NA;0;Crawfor;New  ;375000;Partial
911370460;Hip    ;CompShg;VinylSd;VinylSd;Stone  ;481;PConc ;GasA ;Y;SBrkr;1625;0;0;1;5;Typ ;1;Gd;Y;123;0;0;0;153;NA   ;120;RM     ;12.0;2007.0;TA;Ex;Gd;Gd;2.0;0.0;2.0;1625.0;44;4750;Pave;NA  ;IR1                 ;HLS;AllPub;Inside ;Mod;Norm                          ;Normal;TwnhsE;1Story;8;5;2006;2007;0;TA;1;GLQ;Unf;1573;Gd;1;Gd;0;1573;TA;Attchd;2006;2;TA;Fin;538;NA;0;NA;0;Crawfor;WD   ;235000;Family 
911370490;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;186;PConc ;GasA ;Y;SBrkr;1648;0;0;1;5;Typ ;1;Gd;Y;162;53;0;153;0;NA   ;120;RM     ;8.0;2008.0;TA;Ex;Ex;Ex;2.0;0.0;2.0;1648.0;44;3843;Pave;NA  ;IR1                 ;HLS;AllPub;Inside ;Mod;Norm                          ;Normal;TwnhsE;1Story;8;5;2007;2008;120;TA;1;GLQ;Unf;1596;Gd;1;Ex;0;1476;TA;Attchd;2007;2;TA;Fin;525;NA;0;NA;0;Crawfor;New  ;294464;Partial
911370500;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;174;PConc ;GasA ;Y;SBrkr;1648;0;0;1;5;Typ ;1;Gd;Y;162;53;0;153;0;NA   ;120;RM     ;6.0;2009.0;TA;Ex;Ex;Ex;2.0;0.0;2.0;1648.0;44;3843;Pave;NA  ;IR1                 ;HLS;AllPub;Inside ;Mod;Norm                          ;Normal;TwnhsE;1Story;8;5;2007;2008;120;TA;1;GLQ;Unf;1596;Gd;1;Ex;0;1476;TA;Attchd;2007;2;TA;Fin;482;NA;0;NA;0;Crawfor;New  ;230000;Partial
911370510;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;186;PConc ;GasA ;Y;SBrkr;1646;0;0;1;5;Typ ;1;Gd;Y;128;53;0;0;155;NA   ;120;RM     ;5.0;2010.0;TA;Ex;Gd;Gd;2.0;0.0;2.0;1646.0;44;3811;Pave;NA  ;IR1                 ;HLS;AllPub;Corner ;Mod;Adjacent to arterial street   ;Normal;TwnhsE;1Story;8;5;2004;2005;221;TA;1;GLQ;Unf;1594;Gd;1;Ex;0;1373;TA;Attchd;2004;2;TA;Fin;525;NA;0;NA;0;Crawfor;WD   ;246000;Normal 
911370520;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;174;PConc ;GasA ;Y;SBrkr;1646;0;0;1;5;Typ ;1;Gd;Y;128;53;0;0;155;NA   ;120;RM     ;7.0;2008.0;TA;Ex;Gd;Ex;2.0;0.0;2.0;1646.0;44;3811;Pave;NA  ;IR1                 ;HLS;AllPub;Inside ;Mod;Norm                          ;Normal;TwnhsE;1Story;7;5;2004;2005;120;TA;1;GLQ;Unf;1594;Gd;1;Ex;0;1474;TA;Attchd;2004;2;TA;Fin;482;NA;0;NA;0;Crawfor;WD   ;250000;Normal 
911370530;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;186;PConc ;GasA ;Y;SBrkr;1646;0;0;1;5;Typ ;1;Gd;Y;128;53;0;0;155;NA   ;120;RM     ;12.0;2006.0;TA;Ex;Gd;Gd;2.0;0.0;2.0;1646.0;44;3842;Pave;NA  ;IR1                 ;HLS;AllPub;Inside ;Mod;Norm                          ;Normal;TwnhsE;1Story;8;5;2004;2005;30;TA;1;GLQ;Unf;1594;Gd;1;Ex;0;1564;TA;Attchd;2004;2;TA;Fin;525;NA;0;NA;0;Crawfor;WD   ;300000;Normal 
911370540;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;174;PConc ;GasA ;Y;SBrkr;1646;0;0;1;5;Typ ;1;Gd;Y;128;53;0;0;155;NA   ;120;RM     ;1.0;2008.0;TA;Ex;Gd;Gd;2.0;0.0;2.0;1646.0;44;3842;Pave;NA  ;IR1                 ;HLS;AllPub;Inside ;Mod;Norm                          ;Normal;TwnhsE;1Story;8;5;2004;2005;221;TA;1;GLQ;Unf;1594;Gd;1;Ex;0;1373;TA;Attchd;2004;2;TA;Fin;482;NA;0;NA;0;Crawfor;WD   ;275000;Normal 
904301060;Gable  ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1200;0;0;1;5;Typ ;0;NA;Y;120;0;0;0;0;NA   ;90;RL     ;3.0;2009.0;TA;TA;TA;TA;3.0;0.0;3.0;1200.0;60;10800;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Duplex;1Story;5;5;1987;1988;0;Gd;0;GLQ;Unf;1200;Gd;3;Gd;0;1200;NA;NA;0;0;NA;NA;0;NA;0;NA;0;Edwards;WD   ;179000;Alloca 
904301070;Gable  ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1200;0;0;1;5;Typ ;0;NA;Y;120;0;0;0;0;NA   ;90;RL     ;3.0;2009.0;Gd;TA;TA;TA;3.0;0.0;3.0;1200.0;60;10800;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Duplex;1Story;5;5;1987;1988;0;Gd;0;GLQ;Unf;1200;Gd;3;Gd;0;1200;NA;NA;0;0;NA;NA;0;NA;0;NA;0;Edwards;WD   ;179000;Alloca 
904301100;Gable  ;CompShg;Plywood;Plywood;None   ;0;PConc ;GasA ;Y;SBrkr;1152;0;0;2;6;Typ ;0;NA;N;0;0;0;0;0;NA   ;90;RL     ;7.0;2009.0;TA;TA;TA;TA;2.0;0.0;2.0;1152.0;;10547;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Duplex;SFoyer;5;5;1978;1978;0;Gd;0;GLQ;Unf;1152;Gd;2;Gd;0;1152;Fa;Detchd;1960;1;TA;Unf;252;NA;0;NA;0;Edwards;WD   ;159900;Normal 
904301110;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;N;FuseF;756;378;0;1;7;Typ ;0;NA;P;0;0;0;0;0;NA   ;50;RL     ;4.0;2007.0;TA;Fa;TA;TA;1.0;1.0;3.0;1134.0;60;8160;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;5;6;1940;1950;444;TA;0;ALQ;Unf;756;No;1;TA;0;312;TA;Detchd;1940;1;TA;Unf;240;NA;0;NA;0;Edwards;WD   ;126000;AdjLand
904301375;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;N;FuseA;904;0;0;1;4;Maj1;0;NA;Y;0;0;0;0;0;NA   ;30;RL     ;3.0;2009.0;Fa;Gd;Fa;Fa;0.0;1.0;1.0;904.0;;10020;Pave;NA  ;IR1                 ;Low;AllPub;Inside ;Sev;Norm                          ;Normal;1Fam  ;1Story;1;1;1922;1950;333;Po;0;BLQ;Unf;683;Gd;1;Fa;0;350;NA;NA;0;0;NA;NA;0;NA;0;NA;0;Edwards;WD   ;61000;Normal 
904301410;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;Slab  ;GasA ;N;SBrkr;1032;0;0;1;6;Typ ;1;TA;Y;0;0;121;0;0;NA   ;30;RL     ;6.0;2006.0;TA;TA;TA;TA;1.0;0.0;2.0;1032.0;55;8250;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;7;1935;1950;0;NA;0;NA;NA;0;NA;0;NA;0;0;TA;Detchd;1939;1;TA;Unf;260;NA;0;NA;0;Edwards;WD   ;125000;Normal 
904351200;Gambrel;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;N;SBrkr;697;672;0;1;6;Typ ;0;NA;Y;147;0;0;0;0;NA   ;70;RH     ;7.0;2009.0;Gd;TA;TA;TA;2.0;0.0;3.0;1369.0;54;6629;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;2Story;6;6;1925;1950;121;TA;0;BLQ;Unf;672;No;1;TA;0;551;TA;Detchd;1930;1;TA;Unf;300;NA;0;NA;0;Edwards;WD   ;103600;Normal 
904351240;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;N;FuseA;687;425;0;1;6;Typ ;0;NA;N;0;0;0;0;0;NA   ;50;RL     ;3.0;2009.0;TA;TA;TA;TA;2.0;0.0;4.0;1112.0;60;9780;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;5;3;1934;1950;585;TA;0;Unf;Unf;585;No;1;TA;0;0;Po;Detchd;1934;1;Po;Unf;226;NA;0;NA;0;Edwards;WD   ;63000;Normal 
904351280;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;Y;SBrkr;808;547;0;2;6;Typ ;0;NA;Y;140;0;0;0;0;NA   ;190;RL     ;9.0;2008.0;Gd;Gd;TA;TA;2.0;0.0;4.0;1355.0;62;10106;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;2fmCon;1.5Fin;5;7;1940;1999;112;TA;0;ALQ;Rec;644;No;1;TA;181;351;NA;NA;0;0;NA;NA;0;NA;0;NA;0;Edwards;WD   ;127500;Normal 
905376090;Hip    ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;1325;0;0;1;6;Typ ;1;TA;Y;0;42;0;0;0;NA   ;20;RL     ;7.0;2007.0;Gd;Ex;TA;Gd;2.0;0.0;3.0;1325.0;;17541;Pave;NA  ;IR1                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;7;1948;2005;109;Gd;0;BLQ;Unf;409;Mn;0;TA;0;300;TA;Detchd;1996;2;TA;Unf;576;NA;0;NA;0;Edwards;WD   ;216000;Normal 
905377010;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;FuseA;1229;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;RL     ;4.0;2009.0;TA;Ex;TA;TA;1.0;0.0;3.0;1229.0;;17140;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;6;1956;1956;75;TA;0;ALQ;Unf;1134;No;0;TA;0;1059;TA;Attchd;1956;1;TA;RFn;284;NA;0;NA;0;Edwards;WD   ;135000;Normal 
905377020;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1630;0;0;1;6;Mod ;1;TA;P;0;64;0;0;0;NA   ;20;RL     ;3.0;2007.0;TA;TA;TA;TA;2.0;0.0;3.0;1630.0;;22692;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;5;1953;1953;486;TA;0;Rec;Unf;1073;No;0;TA;0;587;TA;Detchd;1953;2;TA;Unf;649;NA;0;NA;0;Edwards;COD  ;130000;Normal 
905377050;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;N;SBrkr;1242;0;0;1;4;Mod ;0;NA;N;0;0;0;0;0;NA   ;20;RL     ;7.0;2007.0;TA;TA;TA;TA;1.0;0.0;2.0;1242.0;84;17808;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to feeder street     ;Normal;1Fam  ;1Story;4;5;1946;1950;484;TA;0;Unf;Unf;484;No;0;TA;0;0;TA;Attchd;1946;1;TA;Unf;336;NA;0;NA;0;Edwards;WD   ;109900;Normal 
905377130;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;861;0;0;1;4;Typ ;0;NA;Y;158;0;0;0;0;NA   ;30;RL     ;3.0;2009.0;TA;Ex;TA;TA;1.0;0.0;1.0;861.0;;12342;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;5;1940;1950;599;TA;0;BLQ;Unf;861;No;0;TA;0;262;TA;Detchd;1961;2;TA;Unf;539;NA;0;NA;0;Edwards;WD   ;82500;Normal 
905378040;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;FuseA;1052;558;0;1;8;Typ ;1;Gd;Y;0;0;60;0;0;NA   ;50;RL     ;6.0;2010.0;TA;TA;TA;Fa;2.0;0.0;4.0;1610.0;124;18600;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;3;4;1938;1990;0;TA;1;BLQ;LwQ;972;Mn;0;TA;684;288;TA;Attchd;1938;1;TA;RFn;480;Shed;450;NA;0;Edwards;WD   ;124000;Normal 
905402060;Hip    ;CompShg;BrkFace;Wd Sdng;None   ;0;Slab  ;GasA ;Y;FuseA;1733;0;0;1;8;Min2;1;Gd;Y;0;0;0;0;0;NA   ;20;RL     ;6.0;2009.0;TA;Ex;TA;TA;2.0;0.0;4.0;1733.0;;13680;Pave;NA  ;IR1                 ;Lvl;AllPub;CulDSac;Gtl;Norm                          ;Normal;1Fam  ;1Story;3;5;1955;1955;0;NA;0;NA;NA;0;NA;0;NA;0;0;TA;Attchd;1955;2;TA;Unf;452;NA;0;NA;0;Edwards;WD   ;139600;Normal 
905402070;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;1383;0;0;1;6;Mod ;0;NA;Y;0;0;90;0;110;NA   ;20;RL     ;10.0;2009.0;TA;TA;TA;TA;1.0;0.0;2.0;1383.0;;15635;Pave;NA  ;IR1                 ;Lvl;AllPub;CulDSac;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;5;1954;1954;0;NA;0;NA;NA;0;NA;0;NA;0;0;TA;Attchd;1980;2;Fa;Unf;498;NA;0;NA;0;Edwards;WD   ;122000;Normal 
905402090;Gable  ;CompShg;Plywood;Plywood;BrkFace;84;CBlock;GasA ;Y;SBrkr;1357;0;0;1;5;Typ ;1;Gd;Y;0;0;0;0;163;GdPrv;80;RL     ;5.0;2008.0;TA;Gd;TA;Ex;1.0;0.0;2.0;1357.0;124;11512;Pave;NA  ;IR1                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;SLvl  ;6;7;1959;2006;300;TA;0;ALQ;Unf;1019;Av;1;TA;0;719;TA;Basment;1959;1;TA;RFn;312;NA;0;NA;0;Edwards;WD   ;177000;Normal 
905402110;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1350;0;0;1;6;Typ ;1;Gd;Y;237;0;0;0;0;NA   ;20;RL     ;6.0;2006.0;Gd;Ex;TA;TA;1.0;1.0;3.0;1350.0;75;9375;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;5;1954;1954;168;TA;0;Rec;Unf;967;No;0;TA;0;799;TA;Attchd;1954;2;TA;RFn;504;NA;0;NA;0;Edwards;WD   ;146000;Normal 
905403050;Gable  ;CompShg;BrkFace;Wd Sdng;None   ;0;BrkTil;GasA ;N;FuseA;799;351;0;1;6;Mod ;2;TA;Y;264;0;0;0;0;NA   ;50;RL     ;3.0;2006.0;TA;Ex;TA;TA;1.0;0.0;3.0;1150.0;62;6488;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;5;5;1942;1950;569;TA;0;LwQ;Unf;799;No;0;TA;0;230;TA;BuiltIn;1942;1;TA;Unf;215;NA;0;NA;0;Edwards;WD   ;128000;Family 
905403060;Gable  ;CompShg;BrkFace;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;617;462;0;1;5;Typ ;1;Gd;Y;135;0;0;0;0;NA   ;50;RL     ;1.0;2008.0;TA;TA;TA;TA;1.0;0.0;2.0;1079.0;50;5190;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;7;5;1948;1950;570;TA;0;Unf;Unf;570;No;0;TA;0;0;TA;Attchd;1948;1;TA;Unf;249;NA;0;NA;0;Edwards;WD   ;125600;Normal 
905403150;Hip    ;CompShg;Wd Sdng;Wd Sdng;Stone  ;216;CBlock;GasA ;Y;SBrkr;1094;0;0;1;5;Typ ;2;Gd;Y;0;0;0;0;287;NA   ;20;RL     ;6.0;2008.0;TA;Ex;TA;TA;1.0;0.0;3.0;1094.0;85;10452;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;6;5;1953;1953;594;TA;0;Rec;Unf;1094;Mn;0;TA;0;500;TA;Attchd;1953;2;TA;RFn;495;NA;0;NA;0;Edwards;WD   ;155000;Normal 
905426010;Gable  ;CompShg;WdShing;Wd Shng;None   ;0;CBlock;GasA ;Y;SBrkr;2158;0;0;1;7;Typ ;1;Gd;Y;0;29;39;0;0;MnPrv;20;RL     ;6.0;2007.0;TA;TA;TA;Gd;2.0;0.0;4.0;2158.0;84;12615;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;6;7;1950;2001;725;Gd;0;ALQ;Unf;1202;Av;1;TA;0;477;TA;Attchd;1950;2;TA;Unf;576;NA;0;NA;0;Edwards;WD   ;243000;Normal 
905426030;Flat   ;Tar&Grv;PreCast;PreCast;None   ;0;PConc ;GasA ;Y;SBrkr;1518;0;0;1;5;Typ ;2;Gd;Y;0;39;0;0;0;NA   ;30;RL     ;1.0;2008.0;TA;Ex;TA;Fa;1.0;0.0;2.0;1518.0;85;19550;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;7;1940;2007;545;TA;0;ALQ;Unf;1580;Gd;1;TA;0;1035;NA;NA;0;0;NA;NA;0;NA;0;NA;0;Edwards;WD   ;260000;Normal 
905426060;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;N;SBrkr;835;0;0;1;5;Typ ;0;NA;Y;0;0;77;0;0;NA   ;30;RL     ;5.0;2010.0;TA;Fa;TA;TA;1.0;0.0;2.0;835.0;85;10625;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;5;1920;1950;350;TA;0;ALQ;Unf;458;No;0;TA;0;108;TA;Basment;1920;1;Fa;Unf;366;Shed;400;NA;0;Edwards;COD  ;83000;Abnorml
